22,0,1
22,0,2
22,0,3
22,0,4
22,0,5
22,0,6
22,0,7
22,0,8
22,0,9
33,0,1
33,0,2
33,0,3
33,0,4
33,0,5
33,0,6
33,0,7
33,0,8
33,0,9
24,0,1
24,0,2
24,0,3
24,0,4
24,0,5
24,0,6
24,0,7
24,0,8
23,0,1
23,0,2
23,0,3
23,0,4
23,0,5
23,0,6
23,0,7
23,0,8
23,0,9
19,0,1
19,0,2
19,0,3
19,0,4
19,0,5
16,0,1
16,0,2
16,0,3
16,0,4
16,0,5
16,0,6
16,0,7
16,0,8
16,0,9
7,0,1
7,0,2
7,0,3
7,0,4
7,0,5
2,0,1
2,0,2
2,0,3
2,0,4
2,0,5
2,0,6
2,0,7
2,0,8
2,0,9
2,0,10
2,0,11
2,0,12
2,0,13
2,0,14
2,0,15
2,0,16
2,0,17
2,0,18
2,0,19
2,0,20
2,0,21
13,0,1
13,0,2
13,0,3
13,0,4
13,0,5
15,0,1
15,0,2
15,0,3
15,0,4
15,0,5
15,0,6
15,0,7
15,0,8
15,0,9
15,0,10
15,0,11
15,0,12
15,0,13
15,0,14
15,0,15
15,0,16
15,0,17
15,0,18
15,0,19
15,0,20
15,0,21
15,0,22
3,0,1
3,0,2
3,0,3
3,0,4
3,0,5
3,0,6
3,0,7
3,0,8
3,0,9
3,0,10
3,0,11
3,0,12
3,0,13
3,0,14
3,0,15
3,0,16
3,0,17
3,0,18
3,0,19
3,0,20
3,0,21
8,0,1
8,0,2
8,0,3
8,0,4
8,0,5
8,0,6
8,0,7
8,0,8
8,0,9
28,0,1
28,0,2
28,0,3
28,0,4
28,0,5
28,0,6
28,0,7
28,0,8
6,0,1
6,0,2
6,0,3
6,0,4
6,0,5
6,0,6
6,0,7
6,0,8
10,0,1
10,0,2
10,0,3
10,0,4
10,0,5
10,0,6
10,0,7
10,0,8
18,0,1
18,0,2
18,0,3
18,0,4
18,0,5
18,0,6
18,0,7
18,0,8
18,0,9
14,0,1
14,0,2
14,0,3
14,0,4
14,0,5
26,0,1
26,0,2
26,0,3
26,0,4
26,0,5
26,0,6
26,0,7
26,0,8
26,0,9
26,0,10
26,0,11
4,0,1
4,0,2
4,0,3
4,0,4
4,0,5
4,0,6
4,0,7
4,0,8
4,0,9
27,0,1
27,0,2
27,0,3
27,0,4
27,0,5
27,0,6
27,0,7
27,0,8
27,0,9
25,0,1
25,0,2
25,0,3
25,0,4
25,0,5
20,0,1
20,0,2
20,0,3
20,0,4
20,0,5
11,0,1
11,0,2
11,0,3
11,0,4
11,0,5
32,0,1
32,0,2
32,0,3
32,0,4
32,0,5
32,0,6
32,0,7
32,0,8
17,0,1
17,0,2
17,0,3
17,0,4
17,0,5
17,0,6
17,0,7
17,0,8
8,0,10
8,0,11
8,0,12
8,0,13
8,0,14
8,0,15
7,0,6
7,0,7
7,0,8
7,0,9
7,0,10
7,0,11
28,0,9
28,0,10
28,0,11
28,0,12
28,0,13
28,0,14
28,0,15
28,0,16
28,0,17
14,0,6
14,0,7
14,0,8
14,0,9
14,0,10
14,0,11
27,0,10
27,0,11
27,0,12
27,0,13
27,0,14
27,0,15
20,0,6
20,0,7
20,0,8
20,0,9
20,0,10
20,0,11
6,0,9
6,0,10
6,0,11
6,0,12
6,0,13
6,0,14
6,0,15
6,0,16
6,0,17
19,0,6
19,0,7
19,0,8
19,0,9
19,0,10
19,0,11
13,0,6
13,0,7
13,0,8
13,0,9
13,0,10
13,0,11
24,0,9
24,0,10
24,0,11
24,0,12
24,0,13
24,0,14
24,0,15
24,0,16
24,0,17
33,0,10
33,0,11
33,0,12
33,0,13
33,0,14
33,0,15
16,0,10
16,0,11
16,0,12
16,0,13
16,0,14
16,0,15
22,0,10
22,0,11
22,0,12
22,0,13
22,0,14
22,0,15
23,0,10
23,0,11
23,0,12
23,0,13
23,0,14
23,0,15
32,0,9
32,0,10
32,0,11
32,0,12
32,0,13
32,0,14
32,0,15
32,0,16
32,0,17
15,0,23
15,0,24
15,0,25
15,0,26
15,0,27
15,0,28
15,0,29
15,0,30
15,0,31
15,0,32
15,0,33
15,0,34
15,0,35
15,0,36
15,0,37
15,0,38
15,0,39
15,0,40
15,0,41
15,0,42
15,0,43
15,0,44
15,0,45
15,0,46
15,0,47
15,0,48
15,0,49
15,0,50
15,0,51
15,0,52
15,0,53
15,0,54
15,0,55
3,0,22
3,0,23
3,0,24
3,0,25
3,0,26
3,0,27
3,0,28
3,0,29
3,0,30
3,0,31
3,0,32
3,0,33
3,0,34
3,0,35
3,0,36
3,0,37
3,0,38
3,0,39
3,0,40
3,0,41
3,0,42
3,0,43
3,0,44
3,0,45
3,0,46
3,0,47
3,0,48
3,0,49
3,0,50
3,0,51
3,0,52
3,0,53
3,0,54
3,0,55
3,0,56
3,0,57
26,0,12
26,0,13
26,0,14
26,0,15
26,0,16
26,0,17
26,0,18
26,0,19
26,0,20
18,0,10
18,0,11
18,0,12
18,0,13
18,0,14
18,0,15
4,0,10
4,0,11
4,0,12
4,0,13
4,0,14
4,0,15
25,0,6
25,0,7
25,0,8
25,0,9
25,0,10
25,0,11
2,0,22
2,0,23
2,0,24
2,0,25
2,0,26
2,0,27
2,0,28
2,0,29
2,0,30
2,0,31
2,0,32
2,0,33
2,0,34
2,0,35
2,0,36
2,0,37
2,0,38
2,0,39
2,0,40
2,0,41
2,0,42
2,0,43
2,0,44
2,0,45
2,0,46
2,0,47
2,0,48
2,0,49
2,0,50
2,0,51
2,0,52
2,0,53
2,0,54
2,0,55
2,0,56
2,0,57
10,0,9
10,0,10
10,0,11
17,0,9
17,0,10
17,0,11
17,0,12
17,0,13
17,0,14
17,0,15
17,0,16
17,0,17
11,0,6
11,0,7
11,0,8
11,0,9
11,0,10
11,0,11
13,0,12
13,0,13
13,0,14
13,0,15
13,0,16
13,0,17
8,0,16
8,0,17
8,0,18
8,0,19
8,0,20
8,0,21
15,0,56
15,0,57
15,0,58
15,0,59
15,0,60
15,0,61
15,0,62
15,0,63
15,0,64
15,0,65
