8,0,1
8,0,2
8,0,3
8,0,4
8,0,5
8,0,6
8,0,7
8,0,8
18,0,1
18,0,2
18,0,3
18,0,4
18,0,5
18,0,6
18,0,7
18,0,8
2,0,1
2,0,2
2,0,3
2,0,4
2,0,5
2,0,6
2,0,7
2,0,8
2,0,9
2,0,10
2,0,11
2,0,12
2,0,13
2,0,14
2,0,15
2,0,16
2,0,17
2,0,18
2,0,19
25,0,1
25,0,2
25,0,3
25,0,4
25,0,5
23,0,1
23,0,2
23,0,3
23,0,4
23,0,5
23,0,6
23,0,7
23,0,8
23,0,9
6,0,1
6,0,2
6,0,3
6,0,4
6,0,5
6,0,6
6,0,7
6,0,8
6,0,9
14,0,1
14,0,2
14,0,3
14,0,4
14,0,5
4,0,1
4,0,2
4,0,3
4,0,4
4,0,5
4,0,6
4,0,7
4,0,8
16,0,1
16,0,2
16,0,3
16,0,4
16,0,5
16,0,6
16,0,7
16,0,8
16,0,9
28,0,1
28,0,2
28,0,3
28,0,4
28,0,5
28,0,6
28,0,7
28,0,8
28,0,9
28,0,10
28,0,11
13,0,1
13,0,2
13,0,3
13,0,4
13,0,5
33,0,1
33,0,2
33,0,3
33,0,4
33,0,5
33,0,6
33,0,7
33,0,8
3,0,1
3,0,2
3,0,3
3,0,4
3,0,5
3,0,6
3,0,7
3,0,8
3,0,9
3,0,10
3,0,11
3,0,12
3,0,13
3,0,14
3,0,15
3,0,16
3,0,17
3,0,18
3,0,19
26,0,1
26,0,2
26,0,3
26,0,4
26,0,5
24,0,1
24,0,2
24,0,3
24,0,4
24,0,5
24,0,6
24,0,7
24,0,8
24,0,9
27,0,1
27,0,2
27,0,3
27,0,4
27,0,5
27,0,6
27,0,7
27,0,8
27,0,9
22,0,1
22,0,2
22,0,3
22,0,4
22,0,5
22,0,6
22,0,7
22,0,8
22,0,9
22,0,10
22,0,11
10,0,1
10,0,2
10,0,3
10,0,4
10,0,5
10,0,6
10,0,7
10,0,8
15,0,1
15,0,2
